"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 21, 2006","183.50","183.50","183.50","183.00","15.98K","0.00%"
"Jul 20, 2006","183.50","183.50","183.50","183.50","53.90K","0.00%"
"Jul 19, 2006","183.50","185.00","185.90","183.50","4.28K","-1.45%"
"Jul 18, 2006","186.20","186.10","186.20","182.80","7.10K","0.00%"
"Jul 17, 2006","186.20","186.20","186.20","186.20","9.00K","0.00%"
"Jul 14, 2006","186.20","189.90","189.90","186.20","33.91K","0.65%"
"Jul 13, 2006","185.00","185.00","185.20","185.00","34.43K","0.54%"
"Jul 12, 2006","184.00","188.00","188.00","184.00","19.50K","0.44%"
"Jul 11, 2006","183.20","183.00","183.20","183.00","15.83K","-1.03%"
"Jul 10, 2006","185.10","190.00","192.00","185.10","22.61K","-3.59%"
"Jul 07, 2006","192.00","193.00","193.00","190.00","61.08K","0.00%"
"Jul 06, 2006","192.00","190.00","192.00","190.00","35.98K","1.05%"
"Jul 05, 2006","190.00","192.00","195.00","190.00","87.12K","1.06%"
"Jul 04, 2006","188.00","184.10","188.00","184.10","68.08K","3.24%"
"Jul 03, 2006","182.10","182.50","183.00","180.00","224.17K","-1.03%"
"Jun 30, 2006","184.00","180.00","184.00","180.00","39.93K","3.20%"
"Jun 29, 2006","178.30","174.00","178.30","174.00","85.90K","3.06%"
"Jun 28, 2006","173.00","173.00","173.00","171.00","38.93K","1.70%"
"Jun 27, 2006","170.10","170.00","170.10","170.00","26.91K","1.37%"
"Jun 26, 2006","167.80","167.80","167.80","167.80","3.20K","0.18%"
"Jun 23, 2006","167.50","167.50","171.50","167.50","37.62K","0.00%"
"Jun 22, 2006","167.50","167.50","167.50","167.50","1.26K","-1.76%"
"Jun 21, 2006","170.50","168.30","170.50","168.30","2.14K","-0.29%"
"Jun 20, 2006","171.00","170.00","171.00","166.20","38.00K","0.29%"
"Jun 19, 2006","170.50","172.00","172.00","166.30","22.40K","-0.29%"
"Jun 16, 2006","171.00","170.00","171.00","168.00","18.80K","2.95%"
"Jun 15, 2006","166.10","162.00","166.10","162.00","28.25K","3.75%"
"Jun 14, 2006","160.10","156.00","163.00","156.00","20.66K","2.63%"
"Jun 13, 2006","156.00","157.30","157.50","153.00","85.78K","-2.50%"
"Jun 09, 2006","160.00","166.00","166.10","160.00","74.47K","-4.31%"
"Jun 08, 2006","167.20","169.60","169.60","166.00","17.50K","-1.65%"
"Jun 07, 2006","170.00","169.50","171.50","169.50","7.20K","-3.68%"
"Jun 06, 2006","176.50","177.50","178.80","175.00","22.72K","-3.50%"
"Jun 05, 2006","182.90","182.90","182.90","182.90","1.00K","2.75%"
"Jun 02, 2006","178.00","180.50","185.00","178.00","42.25K","0.00%"
"Jun 01, 2006","178.00","178.00","178.40","177.90","33.85K","1.71%"
"May 31, 2006","175.00","169.20","178.00","169.20","143.16K","3.55%"
"May 30, 2006","169.00","168.50","169.00","168.00","14.21K","0.00%"
"May 29, 2006","169.00","171.00","171.00","160.10","12.92K","-0.59%"
"May 26, 2006","170.00","178.00","178.00","169.00","91.77K","0.00%"
"May 25, 2006","170.00","174.50","175.00","170.00","16.40K","-2.30%"
"May 24, 2006","174.00","170.50","180.20","170.50","492.30K","2.35%"
"May 23, 2006","170.00","171.00","175.00","169.20","399.09K","-5.56%"
"May 22, 2006","180.00","179.00","182.00","178.20","156.78K","-5.01%"
"May 19, 2006","189.50","190.00","190.00","179.10","94.72K","-0.52%"
"May 18, 2006","190.50","195.10","195.10","190.50","46.02K","-2.31%"
"May 17, 2006","195.00","204.00","204.00","194.60","110.86K","-0.51%"
